"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"3563","Temperate","Invierno",3,69,22,35,88,92,1018.2,1014,9.4,7,8,1.8,2.1,11.9,1,5.7
"3564","Subtropical","Invierno",0,37,11,13,58,30,1015.9,1013.8,14.8,1,0,3.6,9.9,18,0,10.3
"3565","Subtropical","Verano",1.6,54,26,35,54,48,1018.1,1017.4,19.8,6,4,2.8,11.5,21.4,1,10.7
"3566","Temperate","Primavera",0,30,15,13,61,31,1022.2,1019.2,11.4,0,1,5.4,11.5,18.6,0,13.8
"3567","Grassland","Primavera",0,39,28,22,59,39,1020.3,1017.2,13.1,7,5,5.2,9.6,17.6,0,10.5
"3568","Temperate","Verano",0,37,13,13,76,37,1017.3,1015.5,17.9,1,1,5.6,12.7,27.3,0,14
"3569","Tropical","Primavera",0,31,4,19,75,59,1010.4,1007.2,28.8,6,7,7,8.5,29.4,0,7.6
"3570","Temperate","Verano",0,43,11,20,79,36,1014.9,1014.8,14.3,7,6,8.6,6.9,20,0,10
"3571","Desert","Verano",0,46,30,24,59,27,1016.2,1014.8,20,2,0,16,9.3,26.2,0,11.5
"3572","Grassland","Primavera",2.6,37,11,11,66,37,1013.2,1009.1,23.8,7,3,5.2,5.6,31.8,1,14.4
"3573","Temperate","Primavera",1.2,35,17,22,72,71,1025.5,1024.6,10.6,7,8,2.6,4.9,11.3,1,8.5
"3574","Tropical","Otoño",17,41,22,30,76,69,1011.3,1007.8,30.3,3,2,4.4,8.6,32.1,1,10.1
"3575","Subtropical","Verano",0,37,22,20,76,57,1017.5,1015.2,22.6,3,6,7,7.2,25.3,0,5.5
"3576","Tropical","Verano",0,35,20,20,63,71,1010.3,1008.3,31.3,7,7,8,2.2,29.7,0,5
"3577","Tropical","Verano",0,31,6,15,71,74,1009.2,1006.8,30.8,1,6,6,10.2,31.3,0,7.8
"3578","Temperate","Primavera",0,54,17,31,47,21,1012,1006.1,23.1,7,7,9.6,6.4,31.3,0,17.2
"3579","Tropical","Verano",0,31,13,20,56,60,1013.4,1009.4,29.2,1,3,10.8,11.4,30.1,0,11.2
"3580","Temperate","Primavera",0,39,24,22,53,35,1021.9,1020.6,14.7,5,2,4,10.2,18.1,0,13.9
"3581","Subtropical","Invierno",0,28,9,13,93,55,1017.7,1016,9.5,7,3,0.6,8,20.2,0,14
"3582","Subtropical","Verano",0,35,6,15,54,59,1004.7,999.3,28.6,1,2,8.8,12.6,30.8,0,11.7
"3583","Tropical","Primavera",0,31,13,19,61,71,1016.6,1012.7,25.8,1,2,5.6,11.1,26.6,0,10.7
"3584","Temperate","Invierno",0,24,9,13,92,55,1036.2,1032.8,5.8,6,4,0.2,5.9,12.6,0,11.1
"3585","Subtropical","Otoño",11.4,61,26,26,68,55,1017.2,1016.2,18.3,5,2,4.2,9.9,19.2,1,3.9
"3586","Subtropical","Invierno",0,61,26,24,53,60,1023.3,1020.6,16.2,8,8,3.2,0.1,17.2,0,4.3
"3587","Subtropical","Invierno",0,48,20,19,39,44,1018,1013.1,15.2,7,7,2.4,1.5,20.4,0,8.9
"3588","Temperate","Verano",0,35,6,20,69,34,1011.6,1009.4,17.6,2,7,6.4,10.6,26.1,0,16.2
"3589","Temperate","Verano",0,35,13,26,72,35,1018.6,1010.7,18.9,4,0,9.2,11.8,32.4,0,20
"3590","Tropical","Verano",1.4,63,31,41,71,65,1004.1,1001.8,28.4,7,8,9.4,0,28.8,1,5.4
"3591","Temperate","Verano",0,52,28,31,80,72,1020.7,1020.5,17.4,5,6,5,10.1,18.8,0,5.7
"3592","Temperate","Verano",0,35,13,22,64,60,1024,1020.7,15.9,7,4,5.2,10.1,21,0,11.7
"3593","Subtropical","Verano",0,52,26,20,36,26,1008.7,1007.9,21.3,1,1,8.4,13.5,27.1,0,12.4
"3594","Temperate","Invierno",1.4,37,17,24,81,49,1003.1,996.3,8.8,6,1,0.8,6.3,17.1,1,12.9
"3595","Tropical","Primavera",0,41,11,26,56,48,1013.5,1010.9,27.6,2,2,6.4,11.7,29.6,0,10.8
"3596","Temperate","Primavera",0,30,13,9,55,17,1024.1,1020.7,13.1,1,6,3.2,13.1,24.3,0,22.4
"3597","Temperate","Verano",1.8,52,24,22,65,55,1010.6,1013.2,14,7,7,4.2,6.1,15.5,1,7.8
"3598","Subtropical","Primavera",0.2,31,11,24,73,54,1016.3,1010.3,16.1,7,5,4.6,2.6,20.5,0,7.8
"3599","Tropical","Invierno",0,30,20,19,30,37,1014.7,1010.7,21.7,6,1,9.6,11.2,28.9,0,13.2
"3600","Desert","Invierno",1.6,57,41,37,79,47,1016,1018.7,10.2,7,5,6.6,5.7,16.2,1,8.1
"3601","Subtropical","Invierno",0,19,9,9,65,45,1025.2,1021.3,13.7,1,1,3,9.6,20.3,0,13.5
"3602","Temperate","Invierno",0,41,2,22,86,59,1030,1026.3,3.7,5,5,1.2,7.1,13.6,0,14.6
"3603","Tropical","Invierno",0,39,17,17,69,38,1016,1011.4,25.6,5,3,5.2,10.2,30.6,0,11.9
"3604","Tropical","Verano",0.8,46,17,22,84,57,1009.9,1008.8,26.1,7,7,9.8,4.7,30.9,0,7.7
"3605","Temperate","Verano",0,52,13,33,40,40,1008.1,1011.4,22.6,7,1,7,9.3,23.4,0,13
"3606","Temperate","Primavera",10,69,28,19,70,83,1010.5,1013.5,12,7,8,2.8,9.5,11.2,1,4
"3607","Temperate","Invierno",0,57,15,28,80,64,1008.4,1005.1,9.4,6,4,1.2,5.1,13.2,0,7.4
"3608","Temperate","Verano",0,67,13,17,70,42,999,996.9,19,5,7,7.2,9.3,23.7,0,7.9
"3609","Temperate","Verano",0,76,41,41,43,26,1012.8,1008.1,28.9,1,6,15.8,10.1,35.1,0,16.2
"3610","Temperate","Verano",0.2,44,15,28,61,45,1011.3,1008.6,17.8,7,1,11.4,11,22.7,0,10.5
"3611","Temperate","Verano",0,30,17,13,73,66,1011.8,1010,17.1,4,2,5,12.8,21.6,0,9.2
"3612","Temperate","Verano",0,50,26,28,67,67,1011.4,1008.5,23.3,7,7,9.2,0.3,24.8,0,6.5
"3613","Temperate","Primavera",2,59,28,33,68,52,1012.3,1003.8,12.5,1,7,2.4,7.8,16.6,1,11
"3614","Tropical","Verano",0,31,19,17,62,48,1006.4,1002.7,31,1,4,10.6,12.3,33.9,0,8.8
"3615","Temperate","Verano",0,46,30,26,43,39,1022.2,1022,17.4,5,3,7.6,11.7,21.1,0,12.1
"3616","Tropical","Verano",1.8,37,9,19,71,71,1010.1,1006.7,29.4,5,3,8,11.4,31.3,1,6
"3617","Tropical","Otoño",0,30,7,19,70,65,1011.9,1009,27.3,2,2,4.6,10.8,29.5,0,7.4
"3618","Temperate","Invierno",2.8,70,22,43,84,43,1018,1010.8,11.2,7,6,6,6.3,17.5,1,7.1
"3619","Temperate","Invierno",0.2,31,9,7,60,44,1019,1014.3,11.9,7,7,3.6,4.6,17.1,0,11.3
"3620","Temperate","Verano",4.4,61,24,39,74,65,1009.2,1010.4,15.7,8,8,8,8.4,16.1,1,7.5
"3621","Tropical","Otoño",0,37,11,30,66,67,1012,1007.9,29,5,6,6,9.8,30.5,0,6.8
"3622","Subtropical","Otoño",0,31,13,19,78,49,1018.4,1014.3,22,4,5,3,8.9,29.2,0,11.1
"3623","Tropical","Primavera",0.6,35,17,24,81,52,1020.1,1015.4,22.6,7,2,8.6,4.5,27.4,0,9.8
"3624","Temperate","Otoño",0,24,2,15,94,81,1037.9,1036.4,7.1,2,7,1.1,5.6,12,0,13.4
"3625","Subtropical","Verano",0.2,44,13,26,56,52,1024.4,1022.3,20.6,3,3,3.6,12.7,24.7,0,9.5
"3626","Tropical","Otoño",0,41,20,15,74,72,1013.1,1009.3,27.9,7,7,5.6,4,28.3,0,5.7
"3627","Temperate","Primavera",2.6,44,19,26,81,67,1021.9,1020.2,10.3,6,6,2.6,8.1,12.2,1,5.8
"3628","Temperate","Otoño",22.6,72,43,22,78,90,1004.3,1004.5,12.8,8,8,0.6,6.1,11.8,1,4
"3629","Temperate","Primavera",1,52,26,19,58,64,1016.5,1017.6,10.3,4,6,1.6,2.8,11.7,0,12.8
"3630","Temperate","Otoño",7.4,65,19,26,67,53,1007,1011,15.6,2,6,5.8,7.7,14.5,1,2.8
"3631","Temperate","Otoño",0,31,9,9,74,38,1025.5,1022.7,8.9,1,1,1.6,10.5,17.1,0,14.8
"3632","Temperate","Invierno",1.2,20,2,6,100,85,1026,1023.5,9,7,7,1.2,0,11.2,1,3.1
"3633","Temperate","Invierno",15,67,28,37,68,87,1014.3,1012.9,5.6,5,3,1.2,3.5,6.6,1,5.9
"3634","Temperate","Invierno",0,30,0,13,77,45,1021.8,1016.2,7.1,2,5,1.6,8.8,14.5,0,11.2
"3635","Temperate","Otoño",0,19,13,11,79,61,1028.7,1025.6,12.7,7,7,1.8,2.3,19,0,8.7
"3636","Subtropical","Primavera",0,50,35,15,60,16,1018.5,1013.6,21.3,4,2,7.6,11.6,31.4,0,21.8
"3637","Tropical","Primavera",0,46,17,30,80,52,1014.1,1010.4,28.5,3,2,5,10.4,32.9,0,10.7
"3638","Temperate","Otoño",0,28,11,11,57,23,1023.3,1019.7,14.1,1,6,2.8,10.8,23.2,0,19.8
"3639","Subtropical","Invierno",0.2,65,28,30,66,67,1008.7,1007,18.4,7,2,3.4,6.5,19.3,0,4.4
"3640","Temperate","Otoño",0,24,4,13,97,44,1020.9,1017,5.9,0,0,1.6,8.2,17.3,0,17.2
"3641","Tropical","Invierno",0,41,17,19,73,20,1016.9,1011.6,22.9,4,5,5.4,10.7,31.3,0,13.9
"3642","Subtropical","Invierno",0,28,13,19,53,53,1028.9,1025.9,14.1,1,1,4,9.7,16.4,0,9.7
"3643","Temperate","Otoño",2.2,41,24,22,84,80,1023.2,1024.1,11.9,6,8,2.4,5.1,12.8,1,6.1
"3644","Temperate","Otoño",0,24,9,15,99,48,1023.5,1018.7,13.2,8,1,3,8.4,23.9,0,14.3
"3645","Subtropical","Verano",0,30,6,9,52,48,1018.3,1014.6,27.2,3,1,8,12.8,29.2,0,11.2
"3646","Subtropical","Primavera",0,26,7,11,45,37,1019.2,1015.7,22.8,1,1,7.6,12.1,25.7,0,13.5
"3647","Temperate","Primavera",2.8,63,30,30,68,33,1013.6,1016.5,12.4,7,1,11.2,12.4,16.1,1,7.4
"3648","Temperate","Invierno",0,39,11,13,57,48,1010.9,1011.7,8.1,7,3,1.4,7.7,11.2,0,8.2
"3649","Subtropical","Primavera",0.6,48,20,20,78,71,1018.8,1016.6,18.2,7,7,4.8,6.6,19.6,0,5.2
"3650","Temperate","Primavera",0.2,67,2,43,97,52,1004.8,1006,8.9,8,7,3.6,6.8,15.8,0,16.8
"3651","Subtropical","Primavera",0,39,9,28,61,69,1018.1,1016.1,21.7,6,3,6.6,6.6,22.9,0,7.3
"3652","Grassland","Primavera",0,48,30,19,44,16,1019.1,1016,26.5,1,1,13.8,12.6,36.6,0,17.1
"3653","Subtropical","Invierno",3,30,4,19,63,66,1021.4,1019.5,18,3,7,3,5.6,17.6,1,6.7
"3654","Grassland","Verano",0,54,28,19,28,13,1009.9,1006.9,36.1,2,1,15,12,44.8,0,17.5
"3655","Grassland","Verano",0,30,17,7,20,13,1008.5,1005.2,27.5,5,6,8.4,12,32.2,0,20.7
"3656","Subtropical","Verano",0,35,15,15,46,25,1021.4,1017.3,21.9,3,1,9.6,12,31.4,0,15.7
"3657","Temperate","Otoño",0,37,19,15,51,98,1013.4,1013.9,23.5,7,8,15,0.2,19.1,0,3.8
"3658","Subtropical","Verano",0.4,48,33,19,81,86,1012.2,1011.4,22.2,7,8,5.6,0.7,21.8,0,3.3
"3659","Subtropical","Verano",0,63,24,24,44,24,1012.8,1009.9,23.3,1,0,10,12.9,31.7,0,15.6
"3660","Temperate","Invierno",7.8,33,19,15,99,80,1014.3,1011.1,8.3,8,7,4.2,0.2,10.8,1,3.4
"3661","Tropical","Invierno",0,31,7,20,74,59,1015.1,1011.2,24.7,2,3,5,10.7,27.2,0,9.1
"3662","Temperate","Otoño",0,20,9,9,68,64,1033.6,1033.2,12,7,6,1.4,0,14.1,0,4.7
"3663","Temperate","Otoño",0,54,30,24,61,50,1010.3,1005.9,11.5,7,6,2.2,3.1,16.4,0,6.5
"3664","Tropical","Primavera",0,41,15,30,62,67,1017.2,1013.2,26.6,4,1,4,11.9,27.2,0,9.2
"3665","Temperate","Verano",0.6,41,0,15,67,43,1010.1,1009.2,18.8,6,3,7.6,11.2,26,0,12.5
"3666","Subtropical","Primavera",79.4,72,6,11,68,65,1007.4,1001.8,23.9,2,7,6.2,8.6,27.1,1,10.8
"3667","Temperate","Verano",0,54,28,30,72,52,1016.8,1013.3,20.9,7,7,4.6,1.3,28,0,14.8
"3668","Temperate","Primavera",0,74,20,22,81,83,1015.8,1007.7,9.8,8,8,1,0.4,12.2,0,9.1
"3669","Subtropical","Verano",8.2,39,13,28,92,48,1018.3,1017.6,20.8,7,6,3.8,4.8,26.2,1,7.2
"3670","Temperate","Verano",0,35,7,15,65,60,1011.3,1012.8,17.3,7,4,5.4,11.2,19.8,0,8.6
"3671","Tropical","Invierno",0,30,17,15,63,52,1016.3,1013.3,19.1,2,2,3.2,10.4,23,0,10.5
"3672","Temperate","Primavera",1.4,63,19,26,44,33,1014.5,1016,12.1,6,3,11.8,12.4,17.6,1,8.9
"3673","Temperate","Otoño",0,35,11,13,69,54,1031.7,1028.2,12.1,7,7,0.4,3,13.6,0,5.2
"3674","Grassland","Primavera",0,31,11,15,25,24,1016.8,1014.9,29,8,4,13,0,29.1,0,5.9
"3675","Grassland","Otoño",0,30,9,13,59,21,1024.6,1020.2,16.1,6,2,3.8,9.4,27.5,0,18.8
"3676","Subtropical","Otoño",0,33,20,15,41,25,1021.9,1018.1,17.6,6,7,5.8,3.6,23.7,0,16.9
"3677","Temperate","Verano",0,33,6,19,73,30,1018.6,1010.2,19.1,4,0,9.2,11.8,36.4,0,22.7
"3678","Tropical","Invierno",0,41,11,22,71,38,1012.6,1008.2,26.4,2,1,7.2,10.9,31.5,0,10.5
"3679","Subtropical","Verano",0,44,11,20,61,47,1017.8,1015,21.9,2,2,7.6,12.1,27.1,0,12.5
"3680","Desert","Otoño",0,31,13,7,49,29,1026.1,1022.7,16.8,1,5,5.6,10.9,22.8,0,12
"3681","Temperate","Primavera",0,31,0,11,88,53,1023,1019,6.9,2,7,2.8,7.7,13.8,0,12.7
"3682","Temperate","Primavera",0,37,17,15,67,89,1014.2,1018.9,18.7,7,8,13.4,3.5,13.8,0,2.2
"3683","Temperate","Otoño",0.2,20,11,7,85,46,1026.8,1023.8,12.7,7,7,0.2,2.3,16.1,0,5.9
"3684","Tropical","Verano",39.6,59,17,26,94,78,1006.3,1003.8,25.6,7,7,6,2.8,28.7,1,6.4
"3685","Temperate","Otoño",0,39,13,20,60,31,1025.3,1019.9,15.9,4,6,3.2,7.2,22.7,0,16.7
"3686","Tropical","Primavera",0.4,31,11,13,80,70,1013.4,1010.3,26.5,8,8,6.4,0.9,27.2,0,4.5
"3687","Subtropical","Verano",0,39,13,20,73,43,1011.7,1010,24.5,5,6,10.2,11.8,28.6,0,8.4
"3688","Subtropical","Primavera",0,48,30,24,57,27,1020.9,1015.7,20,1,3,6.2,11.1,27.6,0,17.2
"3689","Subtropical","Verano",1.2,30,0,15,75,47,1004.8,1002.8,18.2,8,7,5.8,2.3,22.4,1,7.9
"3690","Subtropical","Otoño",0,48,26,24,59,60,1023.3,1021.2,17.2,4,3,6.2,8.2,16.9,0,3.1
"3691","Tropical","Verano",0,30,20,13,66,50,1009.6,1006.8,28.8,5,6,6.6,8.5,33.9,0,8.8
"3692","Grassland","Verano",9,46,22,20,47,29,1007.4,1003.1,28.4,3,5,11.8,9.9,34.7,1,14.5
"3693","Grassland","Verano",0,50,31,30,25,25,1011.9,1008.7,23.7,5,6,15.2,12.7,30.9,0,11.8
"3694","Subtropical","Primavera",0,50,20,22,50,36,1015.8,1010.3,19.8,4,7,5.4,6.9,25.7,0,23.4
"3695","Temperate","Verano",0,37,11,20,24,16,1012.3,1008.5,33.9,0,2,14.6,13.4,41.1,0,18.4
"3696","Subtropical","Invierno",0.2,26,13,13,97,53,1033.4,1029.7,7.7,7,4,1.8,6.1,18.1,0,15.6
"3697","Subtropical","Invierno",3,35,6,13,89,48,1016.5,1015.2,13.3,7,3,3.8,6.6,19.8,1,9.5
"3698","Tropical","Verano",2,31,11,20,75,65,1009.4,1005.5,27.4,4,3,5.4,10.9,30.7,1,8.4
"3699","Temperate","Verano",0,48,11,35,66,57,1010.7,1006,17.7,3,7,7.2,10.8,24.2,0,19.9
"3700","Temperate","Otoño",0.2,35,15,13,92,62,1026.4,1024.7,11.6,6,5,1.8,5.5,16.3,0,8.6
"3701","Tropical","Invierno",0,30,15,17,44,43,1014.2,1010.2,22.2,4,2,5.8,11,29.3,0,11.4
"3702","Temperate","Invierno",0,44,20,17,72,51,1023.4,1022.3,7.9,4,8,1.4,3.4,10.6,0,7.4
"3703","Subtropical","Otoño",0,20,6,7,49,44,1027.4,1024.9,16.2,1,1,4.8,9.5,22.6,0,16
"3704","Subtropical","Primavera",0,46,11,19,58,57,1017.8,1015.9,18.4,7,7,6.2,8.5,22,0,11.1
"3705","Subtropical","Primavera",13.8,50,26,30,45,30,1014.7,1011.2,23,1,4,1.2,10.3,27.4,1,9.6
"3706","Subtropical","Verano",0,46,24,30,74,73,1013.8,1012.8,21.6,7,7,6,4,22.1,0,4.3
"3707","Subtropical","Otoño",0,46,20,19,53,24,1019.6,1016.1,22.5,3,4,7,10.4,32,0,16.5
"3708","Grassland","Invierno",2.6,28,6,15,88,81,1025.6,1023.1,12.6,8,8,2.2,0,14.9,1,4.2
"3709","Subtropical","Primavera",0,44,19,22,85,81,1022.2,1019.3,19.8,7,6,4,7.3,21.1,0,4.1
"3710","Subtropical","Otoño",61.2,43,19,24,91,65,1018.8,1016.5,15.6,8,7,5.8,2.7,20.7,1,5.8
"3711","Temperate","Verano",0,46,15,20,48,36,1009.1,1008.4,26.3,7,7,9.2,8.7,32.2,0,15.6
"3712","Grassland","Verano",0,33,9,15,76,38,1011.5,1009.8,19,6,5,5.8,12.9,26.7,0,12.7
"3713","Temperate","Primavera",3.8,31,6,19,83,39,1015.4,1013.5,10.6,7,3,4,6.3,16.8,1,9.4
"3714","Subtropical","Invierno",0,31,0,13,69,39,1024.7,1022.8,11.4,0,1,2,9.8,17.3,0,14.2
"3715","Tropical","Otoño",44.4,50,20,22,85,91,1012.6,1009.5,25.6,8,8,4.4,1.1,25.1,1,4.5
"3716","Subtropical","Invierno",0,43,9,17,55,27,1017.3,1013,19.5,1,0,2.6,10.2,21.6,0,11.2
"3717","Desert","Primavera",0,43,26,22,46,13,1016,1012.7,25.9,1,1,15.2,10.8,34.2,0,14.4
"3718","Subtropical","Verano",0,37,9,28,60,41,1018.7,1014.3,25,1,2,7.2,10.9,30.4,0,12.2
"3719","Temperate","Invierno",0.2,39,9,17,98,40,1019.7,1015,1.4,6,5,1.6,6.1,14.3,0,15.2
"3720","Grassland","Primavera",0,41,24,26,43,22,1016.8,1012.7,24.8,2,4,8,12.7,32.1,0,17.3
"3721","Subtropical","Primavera",1,35,26,26,65,62,1020.8,1019.8,19.8,5,6,5.4,2.1,19.7,0,6.1
"3722","Subtropical","Otoño",0.4,31,13,13,57,63,1014.1,1010.4,23.8,1,7,1,9,23.7,0,8.6
"3723","Temperate","Invierno",0.2,39,11,19,88,55,1021.1,1017.4,4.8,1,7,0.4,5.3,10,0,8.1
"3724","Subtropical","Invierno",0.2,28,0,11,96,43,1021.9,1019.6,11,2,1,1.4,9.2,18.4,0,14.1
"3725","Tropical","Invierno",0,41,11,13,62,18,1015.8,1012.2,22.8,0,0,7.2,10.7,30.5,0,15.7
"3726","Subtropical","Invierno",0,22,2,7,72,53,1023.7,1020.2,16.8,1,3,1.6,9.2,21.5,0,11.5
"3727","Subtropical","Invierno",0,39,13,24,57,42,1018.5,1015.7,9.8,7,7,3,2.9,15.5,0,15.2
"3728","Temperate","Invierno",9,44,19,19,69,66,1018.3,1022.2,8.6,5,5,0.6,4.3,10.3,1,4.1
"3729","Subtropical","Otoño",0,28,19,11,56,29,1021.6,1017.7,21.7,4,3,5.2,9.8,26.4,0,17
"3730","Subtropical","Invierno",0,24,6,11,69,61,1022.2,1020.7,18.7,2,3,2,8.5,22.4,0,7.9
"3731","Subtropical","Primavera",1.4,33,17,19,62,42,1032.9,1029.1,16.6,4,1,5,10.6,18.7,1,7.8
"3732","Subtropical","Primavera",7,30,11,15,81,31,1014.9,1011.3,21.2,2,5,4.6,10,26.2,1,13.9
"3733","Subtropical","Invierno",8.4,48,15,20,89,45,1007,1004.3,13.4,3,3,0.6,8.6,20.1,1,10.3
"3734","Temperate","Invierno",6.8,63,17,43,94,95,1006.7,1005,10.5,8,8,1.4,0,11.7,1,5.2
"3735","Subtropical","Verano",0,37,13,26,54,45,1018.6,1016.5,19.4,5,1,8.4,9.5,23.2,0,5.9
"3736","Subtropical","Otoño",0,19,6,9,85,63,1019.3,1017.4,11.6,4,5,0.6,6.2,19.3,0,13
"3737","Temperate","Otoño",0,31,17,17,88,51,1030.1,1027.2,7.4,1,1,1,5.9,16.9,0,11.6
"3738","Tropical","Verano",39.4,50,11,26,96,72,1009.4,1006.4,24.4,8,7,1.6,1.1,29,1,5.8
"3739","Subtropical","Primavera",0,52,9,24,70,56,1003.8,1002.2,20.1,7,4,7.6,9.7,23.4,0,10.1
"3740","Temperate","Otoño",0,44,19,22,57,51,1020.4,1016.8,12.8,7,6,3.6,2.5,16.4,0,10.7
"3741","Subtropical","Invierno",0,43,6,26,67,51,1010.9,1007,14.9,7,7,3.2,0.9,19.8,0,10
"3742","Subtropical","Invierno",0,22,7,11,59,48,1023.2,1020.4,15.9,1,3,4,10.8,21.1,0,13.4
"3743","Subtropical","Invierno",0,26,7,6,66,43,1025.3,1021.4,12.5,0,1,2.2,10.2,19.3,0,14.3
"3744","Subtropical","Primavera",11.2,67,33,31,77,83,1020.4,1019.7,14.3,7,7,0.4,3.3,13.8,1,4.5
"3745","Temperate","Otoño",0,41,4,26,65,47,1026.6,1025.5,11.5,7,4,2,6.8,15.7,0,9.7
"3746","Subtropical","Otoño",0,20,6,7,73,59,1011.1,1007.8,27,4,1,6.2,9.5,30.2,0,9.5
"3747","Subtropical","Otoño",0,30,15,6,88,36,1024.9,1021.9,15.6,6,1,1.2,8.2,24.8,0,12.7
"3748","Grassland","Otoño",0,31,13,13,56,33,1015.4,1011.5,24.4,6,5,6.6,5.9,31.5,0,12.4
"3749","Tropical","Verano",3.2,35,15,24,85,73,1005.4,1002.2,26.3,7,7,3.4,2.8,30.2,1,7.3
"3750","Subtropical","Otoño",0,33,11,24,29,37,1011.9,1007.8,23.7,5,6,4,8.5,27.2,0,16.8
"3751","Temperate","Invierno",4.8,56,33,28,93,74,1007,1010.2,8.9,8,7,0.4,0.9,9.5,1,5.6
"3752","Tropical","Invierno",0,35,17,22,70,55,1019.8,1016.6,23.8,1,2,5.2,11.3,26.6,0,9.1
"3753","Temperate","Otoño",0,30,2,19,59,52,1020.2,1018.7,19.9,5,4,6.2,8.4,24.4,0,8.5
"3754","Subtropical","Otoño",0,35,19,19,56,27,1021.4,1017.2,24.1,1,3,15.2,11.6,32.8,0,14.8
"3755","Temperate","Primavera",1.6,48,24,30,71,88,1008.4,1004.7,14.6,7,7,5.6,0.8,13.3,1,5.1
"3756","Subtropical","Primavera",0,37,20,17,48,35,1029.1,1025.8,12.2,4,1,3.8,9.5,17.5,0,9.2
"3757","Temperate","Invierno",3.2,69,31,33,79,81,1015.6,1017.4,6.9,8,8,5.4,5.2,9,1,5.8
"3758","Temperate","Otoño",22.4,43,19,20,82,67,1014.2,1014.7,11,6,7,2.4,3.2,14.1,1,8.8
"3759","Tropical","Verano",0,46,19,26,84,50,1009.4,1006.5,28.2,7,7,6,8.7,31.8,0,7.5
"3760","Temperate","Otoño",0,39,2,20,58,24,1018.5,1015.3,19.1,7,3,6.4,8.7,32.2,0,18.2
"3761","Temperate","Invierno",0.8,30,4,20,85,80,1029.2,1029.5,9.2,1,1,0.6,8.4,11.8,0,8.8
"3762","Desert","Primavera",0.4,20,13,9,81,39,1025.7,1023.4,10.8,0,4,4.4,8.5,15.9,0,11
"3763","Temperate","Primavera",0,26,15,15,73,45,1026.9,1022.6,9.7,1,1,2,8.7,15.7,0,13.7
"3764","Tropical","Verano",0,41,20,26,80,68,1006.8,1003.8,29.2,8,7,7,5,31.9,0,4.1
"3765","Temperate","Primavera",4,59,20,33,78,64,1004,1009.5,17.3,3,7,1.8,5.4,15.8,1,8.7
"3766","Subtropical","Primavera",0,37,13,24,59,50,1022.4,1020.7,18.7,1,1,4,11.4,21,0,15.2
"3767","Desert","Verano",0,46,31,20,42,21,1015.6,1013.4,18.4,0,0,12.8,12.9,25.4,0,12.7
"3768","Temperate","Verano",0,76,20,28,29,31,1001.6,1001.9,16.8,7,3,5.2,11.2,21,0,6
"3769","Temperate","Verano",22.6,52,11,19,89,55,995.2,1002,18.7,8,7,9.4,5,20.5,1,4.7
"3770","Temperate","Invierno",12.4,61,19,31,81,72,997.6,995.6,16,7,7,1.4,1.8,12.6,1,9.4
"3771","Temperate","Primavera",0.2,43,24,19,60,42,1017.7,1019.2,13.6,6,6,3.6,11.6,17,0,8.1
"3772","Subtropical","Primavera",0,37,17,15,29,17,1014.6,1011.2,25.2,2,0,8,10.6,32.3,0,16.4
"3773","Grassland","Otoño",0,50,15,30,52,20,1031,1026.2,8.4,1,0,5.6,10.7,16.5,0,16.7
"3774","Temperate","Verano",0,35,17,20,68,59,1017.1,1015.8,14.8,8,1,5.2,10.8,17.6,0,9
"3775","Temperate","Primavera",5.8,43,9,15,95,72,1024.7,1021.9,9.4,8,4,1.4,7.5,13.8,1,9
"3776","Subtropical","Otoño",0.6,28,15,13,94,51,1026.9,1025.1,16.6,7,3,3.4,3.6,21.6,0,10.7
"3777","Temperate","Primavera",0,28,17,9,78,59,1020.1,1018.7,12.6,6,7,1.6,5.2,15.7,0,9.7
"3778","Tropical","Primavera",0,31,13,13,57,52,1017.6,1014,25.8,2,1,5.2,10.8,27,0,12.2
"3779","Temperate","Verano",0,44,11,22,73,54,1012.8,1009.8,16.2,7,6,8.2,9.8,22.9,0,15.7
"3780","Temperate","Invierno",4.6,96,31,48,79,57,994.5,1001.5,8.7,8,6,1,4.6,13.9,1,7.4
"3781","Subtropical","Primavera",1.4,48,24,26,72,49,1019.9,1016.4,19.4,6,7,9,11.1,26.2,1,12.5
"3782","Tropical","Verano",8.2,30,7,9,81,89,1005.2,1001.1,27.8,7,7,5.4,0.9,26.6,1,7
"3783","Temperate","Verano",0,57,9,11,47,16,1017.8,1014.9,25.3,0,1,7.6,13.4,35.5,0,19.7
"3784","Tropical","Invierno",0,33,19,28,57,55,1020.7,1016.3,23.2,1,1,7.6,10.9,25,0,12.2
"3785","Subtropical","Otoño",0,33,22,7,51,27,1016.7,1012.8,23.6,1,1,9.6,11.2,31.9,0,17
"3786","Tropical","Verano",0,46,20,24,59,41,1012.9,1010,27.5,6,6,11,10.3,31.4,0,12
"3787","Tropical","Otoño",0,30,15,15,74,41,1009.4,1005.4,27.7,6,7,4.4,9.2,33.9,0,9.8
"3788","Temperate","Invierno",0.6,56,26,31,90,78,1018,1017.9,10.2,7,7,1,6.1,12.8,0,4.6
"3789","Subtropical","Primavera",0,30,6,13,49,57,1020.6,1015,24.6,2,1,10,11.7,26.2,0,11.3
