"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"35560","Temperate","Verano",0,41,4,26,26,15,1010.5,1009.9,30.5,3,3,10.2,11.9,38.8,0,15.6
"35561","Temperate","Invierno",0,52,20,11,55,44,1015.9,1011.2,11.1,3,7,3.4,4.4,18.9,0,12.6
"35562","Temperate","Verano",0,31,9,17,98,73,1012,1010.1,17.3,8,8,2.8,0.1,21.8,0,6.9
"35563","Subtropical","Invierno",0,24,11,11,69,37,1022.5,1017.1,11.3,0,1,2.8,9.3,18.7,0,15.4
"35564","Subtropical","Primavera",0,37,13,15,61,59,1023,1020.3,18.5,4,4,5.6,10.4,18.7,0,7.9
"35565","Subtropical","Primavera",0,35,17,9,32,16,1024.3,1019.5,19.6,2,5,5.8,11.2,26.7,0,17.1
"35566","Temperate","Invierno",0,72,20,31,76,86,1011.9,1008.5,13.1,4,8,2.6,3.8,10.6,0,12.8
"35567","Subtropical","Verano",0,37,22,20,67,69,1016.7,1015.7,20.8,2,4,7,11.8,22.4,0,5.2
"35568","Temperate","Verano",0,37,9,11,50,39,1007.9,1007.8,19.1,5,5,8.6,9.2,22.7,0,10.4
"35569","Temperate","Primavera",0,50,37,22,63,34,1021.1,1017.2,15.7,1,6,4.8,10.7,21.6,0,16.4
"35570","Temperate","Invierno",17.8,63,17,35,89,62,1011.1,1013.2,9.1,6,6,2,5.9,11.4,1,4.9
"35571","Temperate","Verano",0,65,7,13,37,15,1010.5,1006.4,24.9,6,7,11.6,6.7,37.1,0,21.4
"35572","Tropical","Invierno",0,54,39,20,29,16,1019.3,1015.1,17.8,2,2,6,10.8,25.4,0,9.4
"35573","Temperate","Verano",0,41,13,20,63,58,1015.6,1017.3,16,7,7,3.6,5,17.6,0,6.3
"35574","Subtropical","Invierno",0,33,19,15,48,41,1018.7,1016.9,11.7,3,3,4.4,10,17.2,0,12.6
"35575","Temperate","Otoño",0,35,11,26,90,77,1019.6,1018.4,10.7,7,6,1.8,3.2,14.4,0,8.1
"35576","Tropical","Invierno",0,30,22,13,34,40,1021.7,1018.5,17.1,2,2,5.2,10.6,22.3,0,15.2
"35577","Subtropical","Otoño",0,22,4,7,60,50,1014.8,1010.9,27.2,2,1,7,11.8,29.9,0,10.6
"35578","Temperate","Primavera",2.6,33,13,22,74,61,1027.2,1027.6,10.9,8,7,1.4,0.6,13,1,5.4
"35579","Temperate","Invierno",5.6,69,26,26,65,40,1007.9,1008.4,11.8,1,5,3.6,6.1,14.4,1,5.6
"35580","Grassland","Primavera",0,43,17,20,20,20,1017.6,1017,24.8,5,1,12,12.9,30.3,0,14.8
"35581","Grassland","Otoño",0,43,13,19,28,17,1016.1,1013.6,29.3,4,6,10.4,10.2,39,0,19.4
"35582","Tropical","Invierno",0,31,15,19,80,39,1015.6,1011.7,24.6,5,5,5,9.5,31.1,0,11.6
"35583","Temperate","Otoño",0,33,13,17,81,54,1025,1023.5,16.1,7,2,4.4,8.4,20.6,0,7.5
"35584","Tropical","Invierno",37,30,17,17,83,62,1014.4,1010.5,21.8,7,6,2,7.1,25,1,7.6
"35585","Subtropical","Otoño",17.6,52,39,33,88,82,1020.6,1017.6,18.2,8,8,5.4,0,17.8,1,2.2
"35586","Tropical","Otoño",0,44,0,33,77,49,1019,1016.8,21.5,7,5,5.6,7.3,26.4,0,12.2
"35587","Temperate","Otoño",1,22,11,11,99,83,1012.4,1008.9,9.6,7,8,0.6,0.8,14.1,0,9.4
"35588","Subtropical","Invierno",0,41,24,20,61,50,1032.7,1030.8,10.7,1,4,3.2,4.8,16.4,0,9.6
"35589","Subtropical","Verano",9.6,26,15,9,77,76,1013.8,1010.2,25.2,8,7,5.4,4.1,26,1,5.5
"35590","Temperate","Invierno",0,22,13,7,85,71,1022.1,1021,12.5,7,8,1.8,0.2,14.3,0,4.3
"35591","Tropical","Otoño",1.8,46,15,19,82,68,1012,1008.9,29,7,7,5.8,6.8,30.7,1,8.7
"35592","Grassland","Invierno",0,30,11,19,86,37,1014.9,1012.8,7.7,7,3,2.2,6,17.3,0,13
"35593","Temperate","Verano",0,39,7,22,34,9,1015.6,1014.3,23.3,3,3,8,12.5,32.2,0,20.6
"35594","Temperate","Verano",0,54,9,22,71,17,1021.6,1015.8,20,0,1,7.6,12.3,35.7,0,22.3
"35595","Temperate","Otoño",8.6,31,6,13,100,66,1018.6,1017,13,8,5,0.6,4.4,16.5,1,5.6
"35596","Subtropical","Otoño",13.6,61,41,37,71,70,1021,1020.9,19.3,7,8,6.2,0.1,20.2,1,5.8
"35597","Grassland","Primavera",0,30,15,15,60,26,1024.2,1021.4,12.7,0,0,6,11.9,22.7,0,17
"35598","Grassland","Invierno",0,44,7,7,93,47,1026.2,1025.4,8.5,6,7,1.8,3.6,13.9,0,11.4
"35599","Tropical","Primavera",0,39,19,19,70,71,1011.6,1007.2,28.3,2,2,6.6,10.2,28.9,0,9.7
"35600","Temperate","Verano",12,67,31,41,70,49,999.3,1001,15.6,5,4,5.2,8.3,18.4,1,10.3
"35601","Tropical","Primavera",0,35,9,17,63,63,1016.5,1013.3,26.4,2,1,6.6,11.1,27,0,10.5
"35602","Grassland","Primavera",0,43,19,20,55,33,1019.1,1017.1,15.4,2,2,9.2,12.2,22.8,0,17.9
"35603","Temperate","Primavera",7.6,67,28,26,48,73,1014.1,1016.8,8.5,4,6,5.8,7.8,7.6,1,8.9
"35604","Subtropical","Invierno",0,43,26,28,58,53,1016.5,1015.3,18.3,6,8,2.4,6.5,21.2,0,7.3
"35605","Subtropical","Verano",7.8,35,4,13,64,61,1011.7,1007,28,6,7,5.6,7.2,31,1,11.3
"35606","Subtropical","Otoño",0,26,7,7,60,51,1025.2,1021.3,20.4,2,3,5.4,9.6,23.7,0,8
"35607","Tropical","Primavera",0,41,15,20,67,53,1014.6,1010.4,28.5,4,1,8,11.9,32.4,0,10.5
"35608","Grassland","Invierno",0,33,9,20,94,41,1036.2,1033.5,5.6,2,1,1.8,9.5,15.9,0,14.7
"35609","Temperate","Verano",0,54,22,31,60,31,1006.6,1002.8,15.6,5,3,6.6,7.4,23.3,0,16.7
"35610","Subtropical","Verano",0,35,11,24,48,37,1011.8,1008.9,28.3,1,7,11.2,11.1,32.6,0,15.4
"35611","Tropical","Otoño",38,54,30,31,90,91,1005.9,1003.4,25.8,8,8,10.8,0,26.2,1,3.1
"35612","Subtropical","Otoño",0,59,24,15,52,25,1017.7,1014.2,15.5,6,5,2.6,6.8,19,0,6
"35613","Temperate","Invierno",0,30,17,13,86,55,1025.7,1022.5,3.6,1,3,2.4,9.6,10.8,0,11.2
"35614","Subtropical","Otoño",1.4,54,30,35,79,82,1016.9,1016.1,18.5,7,7,1.4,1,19.3,1,4.6
"35615","Tropical","Verano",0,50,28,30,78,70,1006,1004,30.5,7,8,7.2,5.9,30.6,0,4.9
"35616","Subtropical","Primavera",0,26,4,11,55,60,1012.3,1009.2,26.2,2,7,7.6,9.1,25.7,0,9.3
"35617","Temperate","Otoño",0,69,31,39,58,43,1015.5,1009.6,19.5,2,3,6.8,11.1,26.5,0,11.8
"35618","Subtropical","Invierno",0,94,48,50,44,31,1009.5,1007.6,13.1,1,1,1.8,9.1,15.8,0,6.7
"35619","Tropical","Verano",0.4,33,11,28,63,67,1008.7,1005.9,31.1,7,7,7.6,10.1,32.2,0,9.2
"35620","Tropical","Otoño",0,28,15,20,83,65,1012.8,1008.2,29.3,7,7,4.4,3.5,32,0,5.4
"35621","Grassland","Primavera",0,33,13,17,55,31,1023.9,1021.6,12.5,1,1,6.2,11.6,20.2,0,16.9
"35622","Subtropical","Primavera",13.4,61,19,28,78,47,1015.7,1016,14.1,7,5,3.2,5.4,15.5,1,3.6
"35623","Grassland","Primavera",0,56,33,19,2,2,1018.2,1014,26.3,0,0,12,11.6,31.8,0,16
"35624","Subtropical","Invierno",0.2,67,43,37,56,39,1012.5,1011.4,10.5,2,3,6.2,9.3,14.8,0,7.8
"35625","Temperate","Invierno",0,26,9,9,91,56,1031.4,1027.7,5.6,2,7,1.6,6.1,14.7,0,12.5
"35626","Subtropical","Primavera",0,24,7,11,59,37,1025.5,1019.4,15.3,0,0,3.2,10.3,21.8,0,17.1
"35627","Temperate","Verano",0,31,11,19,67,51,1016.9,1016.7,15.1,6,7,5.8,6.1,20.4,0,10.9
"35628","Tropical","Otoño",0,57,31,24,58,60,1018.5,1017,25.5,5,7,11.4,5.5,26.1,0,6.5
"35629","Subtropical","Verano",0,31,7,13,58,42,1021.9,1018.7,22.2,1,0,7.8,11.9,29.1,0,17.9
"35630","Temperate","Primavera",4.2,35,20,15,86,67,1010.3,1010.5,11.6,7,4,2.6,4.4,13.1,1,4.9
"35631","Temperate","Verano",27,39,13,20,99,58,1008.2,1007.4,13.5,7,6,4.8,4.1,18.3,1,6.5
"35632","Temperate","Invierno",0,67,44,28,65,25,1006.1,1003.7,11.1,4,1,5.8,8.2,18.5,0,9.7
"35633","Subtropical","Otoño",0,26,7,9,50,25,1028.6,1024.4,17.6,1,1,4.2,9.8,24.5,0,18
"35634","Desert","Invierno",2.4,28,13,13,97,92,1029,1028.4,9.2,7,7,0.2,0,10.4,1,2.7
"35635","Temperate","Otoño",0,30,6,17,81,69,1025,1022.9,14.8,8,6,0.2,3,16.8,0,10.4
"35636","Subtropical","Primavera",1.8,37,22,22,50,35,1022.7,1021.2,16.7,7,2,5.6,9.4,18.6,1,12.5
"35637","Grassland","Primavera",0,39,22,17,24,7,1018.6,1016.1,15.9,0,0,11.8,11.5,22.7,0,10.6
"35638","Temperate","Verano",0,50,22,17,47,22,1011.4,1006.1,20.1,1,1,6.6,13.1,30.3,0,20.7
"35639","Temperate","Invierno",1.2,83,35,43,82,80,1014,1010.3,13.3,8,8,2.6,5.2,15.4,1,3.8
"35640","Temperate","Verano",0,57,28,30,72,45,1013.2,1013.9,20.3,7,6,5.8,7.4,26.1,0,8.3
"35641","Subtropical","Invierno",0,35,17,22,52,34,1026.3,1021.4,15.6,2,3,4.6,10,22.3,0,15.4
"35642","Subtropical","Primavera",0,57,19,39,71,76,1012.3,1009.8,26.2,1,1,7,11.5,26.7,0,8.3
"35643","Subtropical","Otoño",7.8,56,22,31,72,42,1018.6,1020.9,14.5,3,4,2.8,9,19.2,1,8.5
"35644","Subtropical","Verano",0,24,7,11,57,46,1017.9,1014.5,26,2,1,8.8,12,29.6,0,11.9
"35645","Subtropical","Invierno",0,41,13,20,67,46,1014.6,1015.4,16.3,1,1,1,10,18.2,0,9.3
"35646","Subtropical","Primavera",0,50,15,28,46,38,1018.7,1015.8,17,0,1,6,11.4,21.6,0,17.5
"35647","Tropical","Primavera",0,33,19,19,64,31,1010.7,1006.8,30.5,3,1,8,12,35.4,0,8.4
"35648","Subtropical","Verano",0,48,30,30,57,52,1019,1019.4,19.8,7,6,9,2.8,20.9,0,4.4
"35649","Subtropical","Invierno",0,26,7,9,55,50,1021.6,1018.8,15.4,1,7,5.2,7.8,20,0,13.5
"35650","Temperate","Invierno",1.6,41,9,24,71,61,1021.6,1021.4,9.2,2,4,1,8.1,12.7,1,7.8
"35651","Subtropical","Verano",0,39,26,19,56,29,1017.6,1014.1,25.8,0,3,11.6,13.3,34.5,0,14.6
"35652","Temperate","Otoño",0,24,6,9,77,28,1023.1,1019.3,14.7,0,0,7.4,12.2,29.3,0,20.1
"35653","Tropical","Invierno",0,44,28,20,48,40,1013.5,1008.9,24.4,1,1,9,11.1,30,0,10.1
"35654","Temperate","Primavera",0.8,39,13,15,68,54,1024.4,1022.4,12.4,7,7,3,8.1,16.4,0,10.1
"35655","Subtropical","Verano",0,33,17,15,34,27,1015.6,1009.6,24.6,6,7,10.2,9.1,32.9,0,19.5
"35656","Subtropical","Otoño",0,28,6,13,69,50,1020.2,1017,25.6,7,5,5.8,8,27.6,0,8.1
"35657","Tropical","Invierno",0,28,6,17,79,55,1016.9,1012.6,24.6,5,1,6,10.4,27.8,0,8.6
"35658","Grassland","Otoño",0,31,13,13,45,21,1020.5,1017.8,18.7,0,1,7.6,10.9,31.3,0,17.9
"35659","Tropical","Primavera",4.6,37,11,20,63,61,1009.9,1006.3,30.6,7,7,4.4,8.6,32.1,1,9.6
"35660","Tropical","Invierno",0,24,11,17,76,54,1018.1,1014.2,23,7,7,7.4,6.2,26.2,0,9
"35661","Subtropical","Primavera",0,31,6,9,56,74,1017.7,1014.7,25.1,2,5,4,8.9,24,0,12.4
"35662","Temperate","Primavera",0,69,17,22,80,24,1011.7,1008.3,15.8,2,5,4.2,8.9,27.5,0,21.8
"35663","Subtropical","Otoño",3.2,52,31,22,81,38,1012.6,1010.3,22.4,8,3,1,7,28.5,1,10.8
"35664","Subtropical","Invierno",0.2,69,28,37,47,46,1003.9,1003,13.5,6,6,4.4,4.8,15.8,0,8.7
"35665","Subtropical","Invierno",0,31,6,11,88,57,1021.9,1019.2,12.2,7,6,3.2,5.7,19.1,0,10.9
"35666","Tropical","Otoño",43.2,39,20,22,83,62,1013.9,1011.1,25.7,7,7,9.4,8,28.4,1,6.3
"35667","Tropical","Otoño",21.4,33,11,20,96,80,1012.6,1010,23.7,8,7,7.2,1,26.8,1,4.6
"35668","Subtropical","Otoño",0,24,4,11,65,57,1013,1010.3,27.4,2,2,6.4,11.3,29.3,0,9.9
"35669","Temperate","Otoño",2.6,46,20,20,81,58,1023.3,1024.4,11.4,7,1,1,8.1,14.1,1,6.2
"35670","Subtropical","Otoño",0,20,2,7,51,49,1016.5,1013.1,26.1,1,1,7.4,9.7,26.9,0,7.7
"35671","Grassland","Invierno",0,37,2,20,46,20,1029.5,1025.7,11.6,0,0,4.4,10.9,20.1,0,19.1
"35672","Temperate","Primavera",0,35,19,15,57,50,1013.6,1010.8,13.2,7,7,5.6,1.9,15.8,0,6.2
"35673","Tropical","Verano",0,35,19,19,64,58,1009.6,1004.9,29.4,6,1,10.6,11.2,32.2,0,7
"35674","Tropical","Verano",17.6,41,13,11,75,57,1007.4,1003.9,27,8,7,8.8,7.9,32,1,11.2
"35675","Tropical","Primavera",0,54,28,35,52,43,1023.5,1020.6,23.6,7,3,9.4,9.5,25.7,0,9.8
"35676","Subtropical","Primavera",0,33,17,17,66,67,1022.8,1021.3,20.1,7,7,6.2,2.7,20.2,0,5.3
"35677","Tropical","Primavera",3.4,50,9,24,80,62,1009.1,1006.2,29.6,7,6,5.6,7.3,31.8,1,7.1
"35678","Temperate","Verano",0.2,48,11,28,71,48,1027,1024.6,14.9,7,4,6.4,9.2,18.9,0,11.1
"35679","Tropical","Otoño",0,37,17,26,55,34,1013.1,1009.7,26.2,4,3,6.6,11,31.6,0,13.1
"35680","Subtropical","Otoño",0,28,15,17,74,50,1021.2,1018.1,19.7,1,1,3,9.8,22.8,0,12
"35681","Subtropical","Verano",5.2,19,2,9,87,94,1018.5,1018.3,22.9,8,8,6.4,0,21.6,1,2.4
"35682","Temperate","Invierno",2.6,69,24,41,83,64,1020.5,1018.8,13.2,6,4,0.6,6.4,15.8,1,5.4
"35683","Temperate","Invierno",1.2,69,26,41,62,50,1007.4,1007,10.8,1,5,7.2,5.5,10.6,1,5.9
"35684","Subtropical","Primavera",0,31,15,17,69,65,1014.3,1013.7,21,1,2,7,12.8,21.9,0,5.3
"35685","Tropical","Verano",8.6,39,24,19,88,90,1008.6,1006.3,24.7,7,8,6,0.5,25.8,1,4.8
"35686","Subtropical","Verano",0,56,26,35,60,36,1009.6,1006.5,18.4,4,2,10.6,12.3,25.1,0,11.8
"35687","Temperate","Verano",2,39,11,13,94,89,1008,1007.5,15.5,8,7,3.8,0.4,14.7,1,0.9
"35688","Temperate","Otoño",0.8,72,19,37,70,36,1010.4,1003,14.6,7,7,2.2,8.4,21.2,0,11.8
"35689","Desert","Verano",2.6,31,15,15,98,90,1006.2,1004.1,21.3,7,7,6.8,1.5,24.4,1,8.3
"35690","Temperate","Otoño",0,30,0,11,96,96,1030,1028.4,10.8,5,8,1,2.9,12.7,0,11.6
"35691","Temperate","Otoño",3.6,80,37,46,40,32,1010,1008.3,16.1,1,6,5.2,9.5,19.9,1,8.1
"35692","Subtropical","Invierno",0,37,17,22,58,34,1016.3,1013.3,8.6,1,1,3.2,9.5,17.1,0,11.3
"35693","Grassland","Otoño",0,37,7,20,26,16,1017.6,1013.8,23.4,0,1,8.4,11.2,31.3,0,19.5
"35694","Temperate","Primavera",11.2,22,6,11,93,91,1012.2,1009.7,15,8,8,3.3,0,16.1,1,3.2
"35695","Grassland","Verano",0,56,28,31,34,16,1010.5,1006.1,32.7,2,5,14.8,9.7,40.4,0,18.6
"35696","Temperate","Otoño",0,13,6,7,85,69,1031.8,1028.9,11,7,4,1.2,2.5,14.9,0,6.1
"35697","Subtropical","Otoño",24.2,20,7,7,73,64,1014.7,1012.2,22.1,6,7,5.6,5.9,25.1,1,8.1
"35698","Subtropical","Primavera",0,50,24,19,39,15,1010.6,1006.3,31.1,0,1,15.4,12.7,40.3,0,15.5
"35699","Temperate","Primavera",2.2,48,28,24,59,40,1022.9,1023.3,14.6,5,7,4.2,6.2,19.5,1,10.8
"35700","Tropical","Invierno",0,48,26,15,52,39,1014.3,1011.4,23.8,3,1,6.6,11,29.6,0,10.3
"35701","Temperate","Otoño",0,31,24,13,56,25,1021.6,1016.2,20.6,5,1,4.4,10,28.5,0,19.6
"35702","Subtropical","Otoño",0.4,28,4,19,84,61,1024.8,1021.8,18.6,2,5,1.4,7,21.8,0,9.1
"35703","Tropical","Invierno",0.2,52,30,28,75,68,1019.2,1016.5,22.8,7,7,4.6,1.1,23.9,0,4.5
"35704","Temperate","Verano",0,41,11,24,64,41,1016.9,1013.7,19.9,5,6,8.2,7.8,26.7,0,12
"35705","Temperate","Primavera",7.2,22,11,13,87,85,1019.2,1016.6,12.2,8,8,2.8,0,13.8,1,3.4
"35706","Temperate","Verano",0.4,43,20,17,53,56,1015,1017.1,12.4,7,6,3.6,4.6,14.5,0,5
"35707","Temperate","Verano",0,33,13,20,74,64,1023.7,1023.7,17.9,4,2,5,13.8,19.6,0,13.7
"35708","Temperate","Otoño",0,37,6,13,88,40,1014,1013.1,13.4,1,2,4.4,10.5,23.1,0,17.2
"35709","Subtropical","Invierno",36.8,80,15,46,91,77,1007.2,1008.2,15.2,7,7,2.8,2.9,13.7,1,4.9
"35710","Temperate","Invierno",0.2,31,13,13,87,63,1028.8,1026.2,7.8,8,8,1.2,4.7,16.3,0,14.2
"35711","Temperate","Invierno",0.4,54,11,33,83,43,1027.1,1023.3,4.2,1,7,0.4,6.8,11.8,0,12.4
"35712","Subtropical","Verano",0,35,15,20,34,33,1020.5,1018.3,20.7,3,6,7.6,12.6,24.1,0,11.6
"35713","Temperate","Verano",0,57,9,15,58,49,999.8,1003.7,24,5,5,6.2,8.9,26,0,17.9
"35714","Subtropical","Otoño",0,28,19,13,75,40,1029.4,1027,14.6,0,1,3.2,9.9,23.3,0,13.3
"35715","Tropical","Verano",4,57,22,30,63,52,1005.9,1002.2,28.8,7,7,10.2,5.1,31.9,1,8.5
"35716","Subtropical","Invierno",0,35,15,19,77,72,1022.3,1019.4,18,4,2,2.2,8.9,19.4,0,6.5
"35717","Subtropical","Invierno",8.4,33,15,17,80,76,1012.5,1010.5,18.3,1,4,2.2,9.7,19.1,1,5.1
"35718","Subtropical","Invierno",0,41,17,26,67,36,1023.1,1020,7.2,1,1,2.8,10.1,14.2,0,14.6
"35719","Subtropical","Primavera",0,24,2,17,62,60,1028.9,1025.8,21.2,1,4,6.8,9.5,22.3,0,8.6
"35720","Temperate","Otoño",2.6,31,19,13,83,70,1037.4,1037.2,8.8,7,7,1.4,1.7,10.4,1,3.3
"35721","Subtropical","Invierno",0,24,9,13,86,52,1026.8,1025.7,10.8,2,2,1.8,8.2,19.7,0,14
"35722","Temperate","Otoño",0,43,22,24,67,63,1026.8,1025.8,14.8,6,5,3,8.1,17.4,0,7.1
"35723","Temperate","Otoño",0.2,26,4,15,96,56,1020.4,1017.6,11.4,3,2,3.2,10.2,22,0,15
"35724","Grassland","Verano",1.2,37,17,17,63,22,1019.6,1018.2,15.5,4,7,4.6,7.6,24.8,1,17.4
"35725","Temperate","Primavera",0,52,31,31,55,37,1027.4,1025,13.8,1,1,5.6,12.7,19.3,0,11.7
"35726","Subtropical","Primavera",10.4,35,7,17,72,75,1019,1016.9,19.8,7,5,3.4,5.8,21.4,1,7.7
"35727","Temperate","Otoño",0,37,9,19,81,57,1020.9,1019.1,14.2,8,1,4.4,8.8,19.2,0,10.6
"35728","Subtropical","Primavera",2,50,24,28,64,57,1014.8,1013.9,20.1,6,6,5.6,9.5,20.9,1,7.7
"35729","Tropical","Primavera",0,39,22,26,55,61,1014.9,1011.7,27,2,2,10,11.7,27.9,0,8.1
"35730","Tropical","Primavera",0,31,15,11,80,52,1012.3,1008.9,28.3,7,7,8.4,2.2,32.3,0,4.5
"35731","Subtropical","Invierno",0,26,2,9,88,28,1028.9,1020.9,6.6,0,1,2.6,10.3,16.8,0,15.9
"35732","Subtropical","Invierno",27.4,41,2,26,96,50,1014,1014.5,10.6,6,5,4,6.4,16.4,1,8.6
"35733","Desert","Verano",0,54,17,19,35,8,1010.6,1006.8,25.9,0,2,15.6,13.9,39.6,0,20
"35734","Temperate","Invierno",4.8,20,17,9,92,75,1027.1,1024.7,9.1,7,7,1.2,2.1,12.3,1,5.3
"35735","Subtropical","Primavera",0.2,35,19,22,63,50,1021.2,1019.4,17.5,5,1,5,11.1,19.2,0,7
"35736","Subtropical","Invierno",0,63,28,39,47,35,1011.2,1011.1,9.6,2,4,4,7.9,14.1,0,7.3
"35737","Desert","Otoño",0,50,20,26,64,21,1016.5,1015,19.2,0,0,10.4,11.9,29.5,0,14.4
"35738","Temperate","Invierno",6.6,72,20,33,95,78,1010,1004.7,11.4,8,7,1,0.4,15.1,1,7.4
"35739","Tropical","Verano",0,37,20,19,58,47,1010,1006.8,30.5,4,1,8.4,12.6,32.2,0,7.9
"35740","Temperate","Verano",0,100,37,37,18,26,1005.6,1006,29.5,1,3,15.8,12,29.3,0,21.8
"35741","Temperate","Verano",0,37,4,17,77,38,1013.5,1010.5,16.1,2,2,8,12.7,24.2,0,13.6
"35742","Subtropical","Verano",0,52,9,20,59,53,1014.6,1012.8,26.3,1,1,9.4,13.2,27.5,0,8.7
"35743","Temperate","Verano",0,56,35,17,40,28,1020.2,1016.4,24.1,0,1,11.4,13.3,33.4,0,14.9
"35744","Temperate","Primavera",19.8,37,19,28,97,96,1015.3,1015.3,13.9,8,8,6.4,0,12.9,1,1.6
"35745","Tropical","Otoño",0,44,17,28,57,55,1010.7,1007,26.9,1,4,7.6,10.7,29.8,0,9
"35746","Temperate","Primavera",0,72,35,37,57,45,1015.2,1011.2,13.3,7,7,4.2,9.3,20.5,0,15.7
"35747","Temperate","Primavera",0,35,9,15,73,46,1024.2,1020.1,13.7,8,2,6.4,10.1,20.8,0,11
"35748","Subtropical","Invierno",0,20,13,7,95,70,1026.6,1022.9,10.6,7,7,0.8,3.5,17.7,0,12.3
"35749","Temperate","Verano",0,39,19,13,46,12,1008.3,1004.1,24.4,2,2,10.4,13,35,0,20.7
"35750","Subtropical","Invierno",0,46,19,17,48,26,1017.3,1014.3,15.1,1,0,6,10.3,21.3,0,9.5
"35751","Temperate","Otoño",0.6,28,7,20,85,45,1024.3,1021.1,6.5,1,1,1,10,15.3,0,14.7
"35752","Subtropical","Invierno",7.4,28,9,20,95,87,1025.8,1022,15.2,8,8,2.8,0.1,17.6,1,4.2
"35753","Desert","Verano",0,63,41,30,46,24,1017.9,1016.9,16.8,1,1,18.8,12.7,23.8,0,11.3
"35754","Grassland","Invierno",0,48,28,28,19,11,1015.1,1009.1,20.9,0,1,7,10.1,30.1,0,23.5
"35755","Temperate","Verano",0.2,56,33,35,48,38,1016.6,1016.4,15.7,6,4,7.4,9,17.8,0,6
"35756","Tropical","Primavera",0,35,17,17,68,31,1014.5,1009.5,28.1,5,3,7.4,10.9,33.6,0,11.8
"35757","Temperate","Verano",5.2,39,15,24,57,48,1016,1015.4,15.4,7,3,1,8,18.6,1,7.2
"35758","Tropical","Invierno",0,33,11,20,77,47,1017.3,1013.8,25.1,0,0,6.8,11,30.8,0,13.6
"35759","Temperate","Primavera",0,41,20,24,52,37,1020.2,1018.5,14.8,4,2,3.6,11.4,21.5,0,14.6
"35760","Subtropical","Invierno",0,26,4,11,75,49,1028.6,1026,11.5,1,3,1.6,7.9,15.6,0,10.7
"35761","Grassland","Verano",0,50,13,28,41,28,1008.5,1005.4,29.3,1,7,6.8,11.3,33.8,0,12.3
"35762","Temperate","Invierno",0.2,74,39,28,40,74,1005,997.1,11.6,1,8,2.1,5.2,10.9,0,8.4
"35763","Grassland","Invierno",0,26,0,11,44,19,1020.8,1016.9,11.5,0,0,4.4,10.7,22.7,0,19.2
"35764","Subtropical","Verano",0,39,6,17,65,62,1012.6,1010.9,28.2,7,7,7.2,10.2,29.9,0,7
"35765","Tropical","Verano",1.6,41,13,17,57,49,1006.4,1002,32.3,5,5,3.8,5.7,34.4,1,8.9
"35766","Temperate","Otoño",2.2,43,15,26,52,41,1027.6,1027.2,13.6,7,7,4.8,0.9,16.9,1,9
"35767","Grassland","Verano",0,46,15,17,39,14,1012.6,1009.8,27.8,0,0,4,11.7,38.8,0,23.3
"35768","Subtropical","Otoño",0,33,17,19,65,54,1022.4,1020.6,22.4,4,6,5.6,6.1,23.4,0,4.9
"35769","Subtropical","Primavera",0,35,15,22,68,49,1011.9,1009.1,23.6,6,2,9.2,8.4,27.2,0,12
"35770","Tropical","Otoño",0,41,11,31,58,59,1008.9,1005.1,26.3,6,4,10.2,10,28.3,0,8.3
"35771","Subtropical","Invierno",38.8,52,9,22,76,52,999.5,994.2,16.2,6,6,2.2,3.5,17.9,1,5.4
"35772","Temperate","Otoño",4,54,33,30,92,76,1013.5,1018.2,11.5,8,8,1.2,0.3,10.8,1,1.5
"35773","Subtropical","Primavera",0,81,9,48,40,16,998.6,995.6,23.1,1,1,8,13,27.8,0,12.6
"35774","Temperate","Invierno",0,57,11,19,53,42,1018.6,1013.4,14.5,7,7,6.4,1.2,17.6,0,7.8
"35775","Subtropical","Invierno",0,20,9,11,62,38,1023.1,1020.2,12.9,1,2,3,9.1,22.2,0,15.1
"35776","Temperate","Verano",5.6,59,31,33,64,39,1007.7,1010.9,11.6,7,6,4.6,8.3,15.3,1,8.8
"35777","Temperate","Invierno",1.4,28,11,15,90,67,1024.5,1023.7,10.5,7,6,0.4,3.2,13,1,5.5
"35778","Subtropical","Primavera",0,22,4,11,51,52,1017.3,1014.6,27.9,0,1,9,12.2,29.6,0,13
"35779","Temperate","Otoño",17.6,57,28,30,79,62,1008.5,1008.6,16.6,6,7,1,6.5,16.2,1,3.7
"35780","Grassland","Verano",0,63,19,22,44,79,1009.9,1006.2,29.4,5,6,16,7.5,26.8,0,16.3
"35781","Tropical","Verano",0,54,11,11,76,59,1003.4,999.8,30.3,3,6,7,11.9,34.2,0,7.7
"35782","Subtropical","Primavera",2.2,37,17,17,51,41,1013.8,1015.9,19.7,1,2,4.8,11.6,21.2,1,6.9
"35783","Subtropical","Invierno",1.8,41,4,20,86,52,1013.7,1010.7,13.2,8,2,1.2,3.9,17.9,1,7.1
"35784","Tropical","Primavera",0,39,17,26,70,55,1014.6,1011.5,25.2,8,2,8.2,8.2,29.2,0,7.9
"35785","Temperate","Otoño",0,48,24,30,48,36,1021.2,1018.5,16.8,1,6,5.8,9,22.1,0,12.1
"35786","Tropical","Invierno",0,33,13,26,65,62,1020.4,1017.2,25.1,3,1,5.2,10.2,25.1,0,10.5
